image\n03877845_1391.JPEG,2227,414,0,3,107,0,0,0,0,570,290,0,3831,1435,49,0,0,7,0,0,0,881,158,0,0,2,18
image\n03877845_1405.JPEG,2695,447,0,0,21,0,0,0,0,1177,292,0,38,2209,814,0,0,172,545,0,0,639,147,77,0,2,718
image\n03877845_1425.JPEG,3426,131,0,75,379,58,0,0,1,25,5,0,45,2015,229,0,21,210,0,0,0,0,13,2,0,25,3333
image\n03877845_1458.JPEG,1216,358,1,41,1200,97,0,1,1,7,1,0,526,3388,596,0,14,311,0,0,0,108,667,1,0,210,1246
image\n03877845_1470.JPEG,974,6,0,0,0,0,0,0,0,480,161,0,15,925,2,0,0,0,0,0,0,0,2595,283,0,126,4428
image\n03877845_1475.JPEG,1916,281,0,8,289,0,0,0,0,230,56,0,361,5845,356,0,7,152,0,0,0,46,124,18,0,27,275
image\n03877845_1479.JPEG,1988,993,0,16,1132,2,0,0,0,44,3,0,1312,1603,88,0,3,47,0,0,0,377,1018,0,0,236,1130
image\n03877845_1510.JPEG,2229,16,0,14,20,0,0,0,0,101,3,0,273,3204,156,0,0,11,0,0,0,0,5,0,0,659,3301
image\n03877845_1527.JPEG,1348,602,0,36,996,173,0,0,17,801,43,0,164,1421,207,0,8,215,587,0,0,2069,109,1,10,141,1040
image\n03877845_1543.JPEG,7581,1300,42,2,111,438,0,0,396,0,0,0,0,4,6,0,0,58,0,0,0,0,0,0,0,0,55
image\n03877845_1578.JPEG,3189,905,0,196,823,0,0,0,0,41,0,0,49,2136,408,0,8,366,0,0,0,5,429,1,0,179,1258
image\n03877845_1587.JPEG,4338,554,1,14,288,3,0,0,0,13,18,0,609,493,82,0,9,116,0,0,0,242,1614,2,0,218,1377
image\n03877845_1590.JPEG,4788,37,0,780,588,0,0,0,0,21,0,0,180,1649,21,0,83,202,0,0,0,0,865,0,0,80,699
image\n03877845_1638.JPEG,8798,188,1,13,281,8,0,0,10,22,0,0,10,423,160,0,1,46,0,0,0,0,0,0,0,0,31
image\n03877845_1645.JPEG,1547,847,0,6,1599,205,0,0,3,3,5,0,1,1616,717,0,1,218,0,0,0,0,363,26,0,67,2767
image\n03877845_1647.JPEG,2702,1263,159,60,1032,0,0,0,0,99,18,30,63,1560,35,0,5,45,0,0,0,0,13,13,0,9,2885
image\n03877845_1681.JPEG,4978,303,0,29,422,2,0,0,0,8,2,0,14,1494,254,0,7,258,0,0,0,0,5,0,0,10,2206
image\n03877845_1688.JPEG,2285,1,0,17,6,0,0,0,0,299,6,0,184,2876,0,0,4,0,0,0,0,0,201,0,0,76,4038
image\n03877845_1702.JPEG,1165,103,0,18,652,16,0,0,0,12,0,0,10,994,329,0,21,1169,0,0,0,0,22,0,0,206,5276
image\n03877845_1733.JPEG,3325,293,0,434,1237,307,0,71,357,189,24,0,76,511,11,0,11,58,2,0,0,8,236,5,0,393,2442
image\n03877845_1743.JPEG,3983,1448,12,10,1534,378,0,0,0,11,1,0,4,764,1097,0,0,543,0,0,0,2,15,2,0,3,184
image\n03877845_1745.JPEG,1276,140,3,24,141,2,0,0,0,178,39,0,114,2136,140,0,28,251,0,0,0,3,2196,16,0,687,2617
image\n03877845_1748.JPEG,2408,289,26,71,640,60,0,3,3,4,2,0,15,1675,267,0,16,256,0,0,0,0,103,0,0,620,3532
image\n03877845_1750.JPEG,1051,208,0,73,393,17,0,0,0,294,1,0,744,4394,153,0,30,198,0,0,0,174,868,2,5,481,904
image\n03877845_1753.JPEG,5440,2413,700,1,50,1248,0,0,59,0,0,0,0,7,21,0,0,39,0,0,0,0,0,0,0,0,16
image\n03877845_1761.JPEG,1610,201,0,531,688,0,0,0,0,0,0,0,28,1933,417,0,11,535,0,0,0,0,25,0,0,698,3313
image\n03877845_1772.JPEG,1854,623,58,0,321,1267,0,0,3,3,3,0,3,266,1438,0,1,1135,0,0,0,0,234,1,0,2043,741
image\n03877845_1777.JPEG,4057,780,1,49,760,17,0,0,0,129,67,0,125,1924,93,0,25,76,0,0,0,0,163,5,0,197,1523
image\n03877845_1792.JPEG,1526,192,0,11,111,13,0,0,0,256,58,0,70,4282,547,0,30,145,0,0,0,0,131,206,0,99,2313
image\n03877845_1793.JPEG,3317,153,0,372,542,93,0,3,31,218,0,0,683,2083,105,6,152,544,0,0,0,28,851,0,0,139,670
image\n03877845_1804.JPEG,3760,340,0,9,436,0,0,0,0,10,10,0,14,2308,0,0,0,1,0,0,0,0,0,0,0,0,3106
image\n03877845_1808.JPEG,2504,1288,6,0,1917,843,0,0,39,1,0,0,3,485,980,0,0,1485,0,0,0,0,7,0,0,0,434
image\n03877845_1813.JPEG,4588,986,3,0,200,502,0,0,8,3446,0,0,0,55,41,0,7,85,0,0,0,0,11,2,0,8,52
image\n03877845_1817.JPEG,4564,41,0,59,465,56,0,0,19,42,0,0,241,276,91,0,15,998,0,0,0,870,1114,0,0,1058,81
image\n03877845_1819.JPEG,2360,1944,711,90,310,130,0,0,14,313,136,10,293,879,630,10,42,117,108,2,0,171,379,133,113,571,522
image\n03877845_1820.JPEG,3635,697,2,11,783,25,0,0,1,34,47,1,49,1831,573,1,16,298,0,0,0,1,29,20,0,22,1914
image\n03877845_1843.JPEG,1893,67,0,24,50,0,0,0,0,54,11,0,86,2119,62,0,48,85,0,0,0,0,57,11,0,127,5297
image\n03877845_1851.JPEG,2591,186,0,12,142,0,0,0,0,85,20,2,98,1916,95,0,9,99,0,0,0,4,2042,6,0,1191,1492
image\n03877845_1870.JPEG,1641,980,89,11,576,1110,0,0,309,0,12,6,0,506,1311,0,0,3089,0,0,0,0,2,45,0,0,302
image\n03877845_1871.JPEG,1245,303,0,9,863,0,0,0,0,5,0,0,6,3571,1014,0,2,1001,0,0,0,0,3,0,0,2,1969
image\n03877845_1872.JPEG,2821,6,0,85,262,0,0,0,0,12,8,0,15,3627,12,0,8,9,0,0,0,0,179,103,0,10,2836
image\n03877845_1900.JPEG,1307,274,0,13,137,0,0,0,0,19,12,0,22,4702,0,0,0,0,0,0,0,0,1084,0,0,1107,1318
image\n03877845_1912.JPEG,1525,306,0,4,714,1,0,0,0,7,4,0,2,2935,794,0,2,131,0,0,0,0,26,1,0,108,3433
image\n03877845_1937.JPEG,7677,1206,1,0,272,467,0,2,74,0,0,0,0,28,3,0,1,15,0,0,0,0,0,0,0,0,247
image\n03877845_1948.JPEG,2694,4045,8,0,1167,428,0,0,7,0,3,0,0,463,357,0,0,267,0,0,0,0,6,2,0,1,543
image\n03877845_1978.JPEG,3593,905,0,55,2353,79,0,0,0,0,0,0,0,397,653,0,0,9,0,0,0,0,0,0,0,0,1950
image\n03877845_1989.JPEG,2340,392,6,23,684,67,0,0,0,0,3,0,5,408,399,0,20,1000,0,0,0,0,0,2,0,2,4641
image\n03877845_1993.JPEG,830,70,0,176,332,0,0,0,0,3,1,0,11,3062,6,0,9,21,0,0,0,0,1,0,0,1,5471
image\n03877845_2014.JPEG,7064,85,0,696,703,22,0,0,0,0,0,0,11,541,153,0,7,208,0,0,0,0,0,0,0,0,504
image\n03877845_202.JPEG,8257,122,0,30,317,0,0,0,0,97,0,0,13,854,232,0,0,71,0,0,0,0,0,0,0,0,1
image\n03877845_2025.JPEG,1615,625,352,457,737,288,0,0,2,133,14,0,155,1061,277,2,12,232,0,0,0,1395,571,10,115,270,1665
image\n03877845_2028.JPEG,2014,348,0,49,916,892,0,0,122,373,37,0,53,1381,150,0,17,401,0,0,0,0,1430,54,0,27,1726
image\n03877845_2041.JPEG,2567,290,0,7,69,0,0,0,0,259,56,0,90,1269,197,0,1,209,0,0,0,1042,236,5,0,409,3287
image\n03877845_2050.JPEG,1335,923,38,4,518,430,0,0,122,2,1,0,2,1441,219,0,58,741,0,0,0,0,522,0,0,2067,1570
image\n03877845_2075.JPEG,8023,542,1,7,259,2,0,0,0,0,0,0,1,593,33,0,16,100,0,0,0,0,1,0,0,3,410
image\n03877845_2076.JPEG,4256,196,0,282,243,1,0,0,0,77,34,0,48,1875,8,0,1,5,0,0,0,0,26,3,0,9,2928
image\n03877845_2087.JPEG,1625,769,0,6,502,0,0,0,0,25,27,0,11,2515,246,0,1,76,0,0,0,0,26,4,0,1075,3085
image\n03877845_2095.JPEG,6125,995,14,5,861,96,0,0,1,0,0,0,0,457,522,0,4,263,0,0,0,0,0,3,0,0,646
image\n03877845_2096.JPEG,3528,371,0,4,378,0,0,0,0,582,9,0,279,2882,259,0,0,329,0,0,0,0,666,0,0,216,487
image\n03877845_2122.JPEG,2095,170,1,79,309,0,0,0,0,23,10,0,37,3550,172,0,1,214,0,0,0,0,129,2,0,1262,1936
image\n03877845_2167.JPEG,2887,74,0,61,426,3,0,0,0,90,19,0,36,2066,174,0,2,242,0,0,0,0,49,3,0,168,3691
image\n03877845_2192.JPEG,4114,305,0,0,401,1,0,0,0,0,0,0,0,1377,409,0,0,849,0,0,0,0,0,0,0,0,2538
image\n03877845_2196.JPEG,3552,125,0,85,139,0,0,0,0,33,19,0,52,2741,79,0,10,61,0,0,0,0,47,9,0,79,2961
image\n03877845_2198.JPEG,581,339,0,2,515,5,0,0,0,8,3,0,16,4003,1854,0,1,466,0,0,0,0,17,39,0,6,2136
image\n03877845_22.JPEG,1713,426,132,765,2418,1,0,0,0,30,16,1,9,1050,77,0,12,78,0,0,0,0,2,3,0,4,3255
image\n03877845_2204.JPEG,3779,529,0,21,381,12,0,0,0,47,8,0,43,1069,92,0,20,173,0,0,0,3,341,2,0,1248,2225
image\n03877845_2209.JPEG,1009,108,1,154,1974,0,0,2,0,233,22,6,488,3324,173,0,6,44,0,0,0,0,270,19,0,63,2095
image\n03877845_2216.JPEG,7161,1052,2,31,339,72,0,0,0,70,65,0,81,669,217,0,0,95,0,0,0,0,6,4,0,3,123
image\n03877845_2227.JPEG,6573,43,0,124,117,4,0,0,0,13,1,0,82,840,75,0,0,21,0,0,0,0,6,0,0,17,2076
image\n03877845_2247.JPEG,2479,63,0,149,253,0,0,0,0,189,23,0,342,1070,19,0,4,35,0,0,0,937,3176,2,0,668,584
image\n03877845_2248.JPEG,2498,434,0,138,2043,5,0,1,3,13,6,0,21,1441,77,0,21,184,0,0,0,0,400,1,0,629,2074
image\n03877845_2254.JPEG,1604,149,2,247,388,5,0,0,0,166,20,2,68,2624,206,0,21,303,0,0,0,1562,729,21,0,73,1800
image\n03877845_2255.JPEG,1838,865,2,3,982,705,0,0,0,13,0,0,10,1161,599,0,2,517,0,0,0,995,1200,0,0,346,753
image\n03877845_2265.JPEG,1628,802,0,6,908,13,0,0,0,47,10,0,42,2142,399,0,0,75,0,0,0,0,123,2,0,825,2970
image\n03877845_2277.JPEG,2037,919,0,8,1678,9,0,0,0,296,2,0,55,3513,167,0,4,174,52,0,0,928,23,1,0,7,119
image\n03877845_2283.JPEG,1512,953,40,3,3387,33,0,0,0,9,0,0,18,1336,1111,0,0,1179,0,0,0,12,27,0,5,23,343
image\n03877845_2285.JPEG,3231,533,13,178,1414,192,0,86,199,32,14,0,29,249,49,0,33,207,0,0,0,114,2951,0,0,412,52
image\n03877845_2313.JPEG,3365,678,43,386,694,468,0,0,8,10,3,0,59,2435,212,0,6,401,0,0,0,0,2,0,0,1,1219
image\n03877845_2317.JPEG,1301,262,0,20,302,0,0,0,0,16,14,0,15,2330,331,0,12,399,0,0,0,0,3251,1,0,527,1210
image\n03877845_2320.JPEG,6599,259,0,49,512,11,0,2,8,14,5,0,3,1121,87,0,14,148,1,0,0,1,41,4,0,34,1078
image\n03877845_234.JPEG,1926,531,1,37,1348,106,0,0,12,226,1,0,166,1043,545,0,10,833,0,0,0,0,8,2,0,9,3188
image\n03877845_2342.JPEG,3784,1111,0,0,758,43,0,0,0,45,18,0,1116,2019,887,0,0,85,0,0,0,0,15,0,0,0,111
image\n03877845_2364.JPEG,1525,75,0,22,127,0,0,0,0,12,0,0,862,3804,22,0,60,125,0,0,0,183,2148,0,0,367,662
image\n03877845_2376.JPEG,3732,989,0,69,1190,155,0,0,0,13,1,0,36,949,579,0,3,704,0,0,0,0,4,0,0,6,1561
image\n03877845_2377.JPEG,4762,291,0,21,197,1,0,0,0,30,3,0,101,734,4,0,2,4,0,0,0,0,269,0,0,1072,2500
image\n03877845_2389.JPEG,3678,619,0,26,743,44,0,8,54,36,8,0,32,634,46,0,11,109,0,0,0,0,28,0,0,678,3234
image\n03877845_2392.JPEG,3397,814,187,311,994,8,0,10,1,84,21,2,133,3304,77,0,15,63,0,0,0,0,161,1,0,107,300
image\n03877845_2394.JPEG,1514,316,0,7,398,3,0,0,0,465,5,0,1469,2432,691,0,0,451,0,0,0,1,2203,4,0,0,34
image\n03877845_2408.JPEG,2695,108,3,202,493,9,0,0,0,9,12,10,12,789,471,0,17,448,0,0,1,0,10,14,0,10,4680
image\n03877845_2422.JPEG,942,16,0,10,10,0,0,0,0,263,13,0,322,1953,1,0,0,0,0,0,0,1,1864,1,0,464,4132
image\n03877845_2423.JPEG,1876,548,27,168,250,38,0,0,0,20,10,1,139,1262,237,0,26,396,0,0,0,0,10,1,0,48,4932
image\n03877845_2448.JPEG,4313,1416,0,4,256,0,0,0,0,11,28,0,5,2052,43,0,1,88,0,0,0,0,10,1,0,6,1757
image\n03877845_2454.JPEG,2843,66,0,295,160,17,0,0,18,33,2,0,103,1572,25,0,44,110,0,0,0,0,45,1,0,2250,2408
image\n03877845_2457.JPEG,785,91,0,57,226,0,0,0,0,121,8,0,1543,5511,637,0,8,304,0,0,0,0,54,5,0,19,622
image\n03877845_2503.JPEG,2881,265,0,1000,457,0,0,0,0,79,14,0,20,666,30,0,1,28,0,0,0,0,843,4,0,405,3300
image\n03877845_2504.JPEG,1873,281,0,4,1019,5,0,0,0,243,0,0,1014,2243,283,0,1,345,0,0,0,252,957,0,0,382,1091
image\n03877845_251.JPEG,2142,117,19,95,196,24,0,0,27,73,17,4,109,2201,30,8,97,116,0,0,0,1337,2301,3,0,353,719
image\n03877845_2515.JPEG,5526,1266,28,0,476,1454,0,0,632,0,0,0,0,3,24,0,0,437,0,0,0,0,0,1,0,0,146
image\n03877845_2523.JPEG,1307,3,0,338,289,0,0,0,0,28,7,0,357,2904,4,0,21,6,0,0,0,121,4542,1,0,4,59
image\n03877845_2558.JPEG,1021,63,1,18,50,0,0,0,0,64,12,0,52,4046,56,0,15,80,0,0,0,1696,2006,8,0,64,739
image\n03877845_2560.JPEG,3545,801,1,16,684,20,0,0,5,153,42,0,134,1355,114,0,3,48,0,0,0,0,124,13,0,47,2884
image\n03877845_2570.JPEG,4061,637,0,6,1750,1,0,0,0,3,0,0,5,1647,79,0,2,64,0,0,0,0,298,4,0,113,1321
image\n03877845_2573.JPEG,1816,638,0,78,1307,3,0,8,0,8,3,0,19,1069,206,3,41,560,0,0,0,1179,708,0,2,256,2086
image\n03877845_2588.JPEG,4759,30,0,23,48,0,0,0,0,47,4,0,45,1355,4,0,1,2,0,0,0,0,5,0,0,8,3660
image\n03877845_2610.JPEG,3849,131,0,75,189,0,0,0,0,64,13,0,64,3178,8,0,1,7,0,0,0,0,25,1,0,100,2288
image\n03877845_2651.JPEG,2656,1038,0,8,1481,125,0,0,0,11,2,0,6,530,367,0,0,39,0,0,0,0,5,0,0,28,3695
image\n03877845_2671.JPEG,2232,882,0,1,750,8,0,0,0,0,1,0,0,4132,665,0,0,120,0,0,0,0,0,0,0,0,1202
image\n03877845_2708.JPEG,7238,486,0,0,307,282,0,0,53,978,7,0,0,13,17,0,0,253,152,1,0,8,16,2,0,0,179
image\n03877845_2763.JPEG,7870,343,0,13,662,150,0,0,45,2,7,0,0,167,125,0,1,342,0,0,0,0,3,7,0,0,254
image\n03877845_2771.JPEG,1898,328,0,11,254,6,0,0,0,2938,3,0,566,1159,453,0,3,772,0,0,0,0,0,0,0,0,1599
image\n03877845_2774.JPEG,1746,87,0,508,982,3,0,0,0,45,54,18,39,3415,109,0,163,81,0,0,0,0,95,9,0,36,2598
image\n03877845_2783.JPEG,2238,90,7,66,474,0,0,0,0,90,0,0,175,4593,413,0,11,572,0,0,0,0,210,0,0,90,962
image\n03877845_2823.JPEG,3016,34,0,290,361,0,0,0,0,21,4,0,53,2691,1,0,6,2,0,0,0,0,12,0,0,25,3477
image\n03877845_2839.JPEG,3794,212,0,6,469,0,0,0,0,9,0,0,554,2285,158,0,1,319,0,0,0,0,107,0,0,1,2077
image\n03877845_2842.JPEG,4604,65,0,104,156,0,0,0,0,517,17,0,369,1759,50,0,0,64,0,0,0,390,229,22,0,8,1639
image\n03877845_2871.JPEG,313,547,0,0,828,267,0,0,0,0,6,0,0,2581,1358,0,0,662,0,0,0,0,29,37,0,3,3362
image\n03877845_2879.JPEG,472,10,0,6,28,0,0,0,0,63,0,0,98,2829,12,0,72,351,0,0,0,0,20,0,0,53,5980
image\n03877845_2891.JPEG,1228,581,3,7,493,236,0,0,0,14,3,0,8,1944,724,0,2,582,0,0,0,1,7,1,0,3,4154
image\n03877845_2894.JPEG,2346,383,1,0,239,31,0,0,0,879,1,0,1443,930,914,0,1,737,0,0,0,79,15,1,0,3,1989
image\n03877845_2900.JPEG,1454,153,1,41,1014,1,0,0,0,39,5,0,40,4439,100,0,27,192,0,0,0,3,81,2,0,78,2319
image\n03877845_2905.JPEG,849,151,0,17,220,101,0,0,0,26,4,0,64,5461,347,0,126,179,0,0,0,0,427,0,0,1050,972
image\n03877845_2912.JPEG,2388,418,3,72,507,65,0,0,4,46,8,0,105,1673,117,0,236,241,0,0,0,0,22,1,0,66,4018
image\n03877845_2917.JPEG,8348,85,3,20,201,10,0,0,3,1,4,0,2,593,22,0,90,258,0,0,0,0,0,0,0,5,344
image\n03877845_2939.JPEG,1980,568,1,18,894,31,0,0,45,1,2,0,2,1377,475,0,5,555,0,0,0,0,0,0,0,2,4035
image\n03877845_2965.JPEG,1617,507,2,162,1248,31,0,23,4,32,6,0,76,2058,476,0,79,840,0,0,0,1,18,1,765,715,1329
image\n03877845_2976.JPEG,5469,97,0,68,292,3,0,5,1,8,5,0,16,1697,99,0,7,132,0,0,0,0,46,8,0,35,2000
image\n03877845_298.JPEG,2654,25,0,196,50,0,0,0,0,3819,0,0,1717,755,0,0,12,13,0,0,0,19,55,0,0,53,624
image\n03877845_2985.JPEG,2028,466,0,5,737,0,0,0,0,3,0,0,1818,1949,426,0,6,1014,0,0,0,0,7,0,0,5,1529
image\n03877845_2987.JPEG,2936,162,0,249,572,0,0,2,0,34,4,1,32,2332,13,0,9,9,0,0,0,0,14,0,0,15,3609
image\n03877845_299.JPEG,1841,256,0,8,189,0,0,0,0,231,62,0,174,5153,69,0,5,18,0,0,0,0,205,218,0,55,1508
image\n03877845_3000.JPEG,2228,149,0,335,2279,8,0,0,0,13,1,0,50,692,86,0,16,220,0,0,0,1,190,3,0,1262,2460
image\n03877845_3005.JPEG,4376,1850,0,0,2292,121,0,0,26,9,0,0,4,383,515,0,0,368,0,0,0,0,0,0,0,0,50
image\n03877845_301.JPEG,2093,849,22,3,1166,5,0,0,0,11,1,1,7,2551,950,0,0,405,6,0,0,1,27,110,0,1,1782
image\n03877845_3022.JPEG,698,97,1,11,201,0,0,0,0,9,4,0,14,2610,162,0,5,313,0,0,0,0,1681,1,0,1976,2211
image\n03877845_3069.JPEG,1210,174,2,59,266,0,0,0,0,7,2,2,2663,2272,727,0,24,696,0,0,0,135,269,3,0,14,1466
image\n03877845_3082.JPEG,1392,432,0,32,154,1,0,0,0,71,40,0,71,3945,171,0,7,112,0,0,0,1,2967,20,0,93,483
image\n03877845_3106.JPEG,2498,0,0,0,0,0,0,0,0,0,0,0,0,4749,0,0,0,0,0,0,0,0,0,0,0,0,2751
image\n03877845_312.JPEG,1816,489,3,15,614,119,0,0,0,84,11,0,53,1173,423,0,12,721,0,0,0,0,327,33,0,1751,2348
image\n03877845_3123.JPEG,2366,828,0,10,682,254,0,0,56,23,9,0,11,906,159,0,0,226,0,0,0,0,239,2,0,1133,3087
image\n03877845_3135.JPEG,1041,95,0,33,255,0,0,0,0,102,4,0,210,5175,20,0,9,56,0,0,0,0,83,1,0,244,2663
image\n03877845_3148.JPEG,2861,758,0,95,1490,9,0,4,0,1,0,0,8,687,229,0,2,396,0,0,0,0,1,0,0,3,3446
image\n03877845_3175.JPEG,1244,556,18,208,1232,102,0,0,0,0,0,0,6,482,226,0,55,344,0,0,0,1029,169,0,419,2340,1562
image\n03877845_3177.JPEG,2534,299,13,306,689,105,0,12,157,173,21,1,84,1150,356,0,45,329,0,0,0,465,164,20,32,1315,1717
image\n03877845_3181.JPEG,4039,1456,876,0,40,1708,0,0,80,0,0,0,0,36,471,0,0,657,0,0,0,0,0,0,0,0,630
image\n03877845_3185.JPEG,1719,191,0,60,778,0,0,0,0,0,0,0,11,2568,29,0,16,22,0,0,0,0,604,0,0,923,3072
image\n03877845_3192.JPEG,3697,557,0,300,1637,0,0,0,0,0,0,0,0,692,30,0,7,19,0,0,0,0,0,0,0,1,3054
image\n03877845_3233.JPEG,4391,1350,60,1,268,649,0,0,74,0,0,0,0,640,201,0,1,1003,0,0,0,0,0,0,0,0,1356
image\n03877845_3237.JPEG,4815,68,0,139,462,18,0,0,1,114,0,0,387,2582,264,0,33,444,0,0,0,11,2,0,0,4,645
image\n03877845_3240.JPEG,5366,89,0,799,384,0,0,0,0,108,8,0,96,1376,252,0,5,358,0,0,0,0,31,6,0,12,1102
image\n03877845_3259.JPEG,3020,137,1,10,40,0,0,0,0,24,6,0,158,820,158,0,16,156,0,0,0,1933,1717,2,0,414,1378
image\n03877845_3274.JPEG,5859,19,0,46,81,2,0,0,0,120,0,0,181,999,76,0,0,110,0,0,0,0,2,0,0,4,2492
image\n03877845_3291.JPEG,1675,1740,0,2,978,43,0,0,0,8,8,0,9,2835,524,0,7,356,0,0,0,0,150,8,0,206,1443
image\n03877845_3292.JPEG,2450,367,0,48,1878,0,0,0,0,12,5,0,4,1535,20,0,5,38,0,0,0,0,9,2,0,313,3306
image\n03877845_3298.JPEG,1809,153,0,3,76,0,0,0,0,140,11,0,143,2173,79,0,18,182,0,0,0,0,74,2,0,73,5058
image\n03877845_3306.JPEG,2643,5341,19,0,697,856,0,0,72,0,1,0,0,41,69,0,0,151,0,0,0,0,0,1,0,0,100
image\n03877845_3315.JPEG,1192,697,94,1,351,458,0,0,45,9,9,0,32,1538,571,0,10,818,0,0,0,868,1695,58,7,638,899
image\n03877845_3321.JPEG,1993,266,0,40,348,4,0,0,0,17,14,0,21,2174,1340,0,17,304,0,0,0,0,8,2,0,57,3386
image\n03877845_3324.JPEG,3469,261,1,84,572,5,0,0,0,1600,3,1,435,843,144,0,13,441,0,0,0,912,472,0,0,572,161
image\n03877845_3345.JPEG,2025,564,11,9,179,25,0,0,0,35,21,0,13,497,727,0,3,994,0,0,0,20,3293,2,0,1097,477
image\n03877845_3360.JPEG,2965,462,0,269,1006,111,0,0,0,148,5,0,146,619,385,0,2,226,0,0,0,0,388,5,0,1090,2163
image\n03877845_3368.JPEG,989,1400,994,1,543,1814,0,0,0,10,2,0,4,352,1627,0,0,300,0,0,0,0,1661,0,0,123,169
image\n03877845_3370.JPEG,3296,84,0,933,490,0,0,0,0,12,18,0,8,1254,75,0,2,140,0,0,0,0,11,34,0,5,3629
image\n03877845_3376.JPEG,2575,503,27,20,1579,161,0,0,0,32,4,0,6,667,895,0,1,986,0,0,0,0,5,0,0,43,2486
image\n03877845_3416.JPEG,3256,323,0,21,239,0,0,0,0,37,1,0,177,2272,1271,0,6,209,0,0,0,0,400,5,0,718,1059
image\n03877845_3419.JPEG,1537,505,1,275,1316,3,0,0,1,3,11,0,5,1839,494,0,13,407,0,0,0,0,3,4,0,4,3571
image\n03877845_3420.JPEG,3776,588,143,63,1124,641,0,0,1,14,3,0,19,384,300,0,21,329,0,0,0,0,6,1,0,1846,733
image\n03877845_3448.JPEG,1365,384,0,11,208,0,0,0,0,78,53,0,16,2389,333,0,1,387,24,0,0,2372,325,49,0,151,1846
image\n03877845_3457.JPEG,3739,120,0,345,246,40,0,0,0,49,5,0,291,817,295,0,12,773,0,0,0,897,1796,3,0,63,500
image\n03877845_3480.JPEG,796,697,0,0,335,0,0,0,0,1,10,0,1024,3881,1239,0,0,783,0,0,0,0,43,0,0,0,1185
image\n03877845_3482.JPEG,887,168,0,260,364,0,0,0,0,0,0,0,122,4240,369,0,9,699,0,0,0,0,2343,20,0,241,269
image\n03877845_3509.JPEG,1261,2529,6,1,1041,209,0,0,0,11,124,1,8,2198,2035,0,2,56,0,0,0,0,11,44,0,2,452
image\n03877845_3521.JPEG,1427,88,0,4,1006,0,0,0,0,24,4,0,17,4240,180,0,3,23,0,0,0,0,55,1,0,40,2882
image\n03877845_3533.JPEG,1099,460,5,173,787,328,0,0,2,7,1,0,1120,3486,438,0,7,356,0,0,0,0,1015,1,0,10,695
image\n03877845_3553.JPEG,1335,123,0,172,4422,169,0,0,0,16,11,0,4,802,275,0,6,313,0,0,0,0,40,17,0,159,2129
image\n03877845_3570.JPEG,2057,124,0,191,2476,17,0,228,449,2,0,0,0,1305,285,0,54,1297,0,0,0,0,219,0,0,210,1076
image\n03877845_3605.JPEG,4779,718,3,28,321,173,0,0,0,341,16,0,238,896,166,0,5,111,4,0,0,23,343,7,0,15,1804
